"dataset_title","ess_round","edition_number","production_date","country","respondent_id","interviewer_age","interviewer_gender","interview_conduct_method","question_clarification","respondent_reluctant","respondent_tried_best","respondent_understood","interference_present","partner_interference","child_interference","parent_interference","relative_interference","non_relative_interference","unknown_interference","interference_not_applicable","interference_no_answer","questionnaire_language","interviewer_id","respondent_understood_binary"
"ESS11inte01",11,1,"20.06.2024","AT",71542,42,"2","1","3","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3048,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71581,52,"2","1","3","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2267,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71601,49,"1","2","1","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2384,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71605,46,"1","1","3","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2943,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71616,30,"1","1","3","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",2595,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71629,46,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2943,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71668,72,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2244,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71675,30,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2595,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71677,60,"2","1","1","3","4",4,2,"0","0","0","0","0",0,1,0,"GER",2337,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71683,60,"2","1","2","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",2337,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71698,66,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3030,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71732,62,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3271,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71744,53,"2","1","2","2","5",5,1,"1","0","0","0","0",0,0,0,"GER",2178,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71748,69,"2","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3168,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71776,68,"2","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2699,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71779,46,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2943,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71785,67,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3140,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71836,30,"1","1","2","1","5",4,2,"0","0","0","0","0",0,1,0,"GER",2595,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71850,60,"2","1","3","3","4",5,2,"0","0","0","0","0",0,1,0,"GER",2337,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71851,63,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2485,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71859,52,"2","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2267,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71866,39,"2","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2293,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71869,56,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3137,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71886,42,"2","1","4","1","5",3,2,"0","0","0","0","0",0,1,0,"GER",3048,"Not_understood"
"ESS11inte01",11,1,"20.06.2024","AT",71887,69,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3168,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71896,57,"2","1","2","3","4",4,2,"0","0","0","0","0",0,1,0,"GER",2925,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71902,40,"2","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3086,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71903,52,"2","1","3","5","5",5,2,"0","0","0","0","0",0,1,0,"GER",2267,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71945,47,"1","1","3","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3407,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",71951,63,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2280,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72016,46,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2943,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72021,63,"2","1","2","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",2292,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72043,56,"2","1","3","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",2447,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72055,54,"1","1","1","1","1",5,2,"0","0","0","0","0",0,1,0,"GER",3333,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72075,72,"2","1","1","5","5",5,2,"0","0","0","0","0",0,1,0,"GER",2244,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72088,56,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2615,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72133,61,"1","1","2","2","4",5,2,"0","0","0","0","0",0,1,0,"GER",2147,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72149,56,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2248,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72196,80,"2","1","3","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",2537,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72213,76,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3124,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72217,63,"1","1","2","2","4",5,2,"0","0","0","0","0",0,1,0,"GER",3406,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72245,69,"1","1","1","1","5",5,1,"1","0","0","0","0",0,0,0,"GER",2457,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72246,61,"1","1","2","2","2",5,2,"0","0","0","0","0",0,1,0,"GER",2147,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72261,63,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3413,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72269,75,"2","1","3","2","4",5,2,"0","0","0","0","0",0,1,0,"GER",2354,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72271,60,"2","1","2","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",2762,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72278,63,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2280,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72306,42,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3048,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72324,54,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2305,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72339,71,"1","1","2","2","5",5,1,"1","0","0","0","0",0,0,0,"GER",3382,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72342,61,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2147,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72362,56,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3137,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72365,65,"2","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3157,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72384,54,"2","1","2","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",3092,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72497,56,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2248,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72520,55,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2674,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72542,60,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2762,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72588,48,"1","1","1","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2957,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72589,53,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3217,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72613,71,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3382,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72622,63,"1","1","3","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",3406,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72647,65,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2364,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72663,53,"1","1","2","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",3212,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72695,67,"1","1","2","2","4",5,2,"0","0","0","0","0",0,1,0,"GER",3073,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72696,77,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2492,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72729,71,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3382,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72747,62,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3271,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72748,48,"1","1","1","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2957,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72750,57,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2982,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72753,60,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2617,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72761,76,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3124,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72808,54,"2","1","1","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3092,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72827,54,"2","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3092,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72834,57,"2","2","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3008,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72871,75,"2","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2354,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72881,66,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3030,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72925,72,"1","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2898,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72954,55,"1","1","3","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2410,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",72955,61,"1","2","1","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2147,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73006,77,"1","1","3","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2492,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73022,69,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3168,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73046,71,"1","1","1","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3382,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73078,56,"2","1","2","2","4",5,2,"0","0","0","0","0",0,1,0,"GER",2447,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73104,53,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3217,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73127,53,"1","1","2","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",3212,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73147,63,"2","1","2","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",2280,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73166,49,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2384,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73169,63,"2","1","3","3","4",4,2,"0","0","0","0","0",0,1,0,"GER",2862,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73171,53,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3217,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73176,64,"1","1","2","1","4",5,2,"0","0","0","0","0",0,1,0,"GER",3504,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73189,76,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3124,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73197,69,"2","1","2","1","5",5,1,"0","0","0","1","0",0,0,0,"GER",3168,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73234,76,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3124,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73244,42,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3048,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73249,66,"1","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3030,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73253,60,"2","1","2","3","4",5,2,"0","0","0","0","0",0,1,0,"GER",2337,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73268,63,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",3158,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73297,65,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3157,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73299,30,"1","1","2","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",2595,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73301,66,"1","1","2","2","4",5,2,"0","0","0","0","0",0,1,0,"GER",2893,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73303,76,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2150,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73322,69,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3168,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73342,48,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2957,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73345,48,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2957,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73355,61,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2147,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73357,53,"1","1","1","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3217,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73390,80,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2537,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73411,62,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3193,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73419,56,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2615,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73428,48,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2348,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73431,63,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",3158,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73489,55,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2674,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73491,39,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2293,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73499,42,"2","1","3","2","5",4,2,"0","0","0","0","0",0,1,0,"GER",3048,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73504,66,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3030,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73511,66,"1","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3030,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73519,54,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2305,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73566,75,"2","2","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2354,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73597,75,"2","2","3","4","3",3,2,"0","0","0","0","0",0,1,0,"GER",2354,"Not_understood"
"ESS11inte01",11,1,"20.06.2024","AT",73612,54,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2305,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73614,58,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2136,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73634,60,"2","1","1","4","3",5,2,"0","0","0","0","0",0,1,0,"GER",2762,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73655,63,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",3158,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73665,63,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2862,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73710,63,"2","1","1","1","1",5,2,"0","0","0","0","0",0,1,0,"GER",2292,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73722,69,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3168,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73745,30,"1","1","3","1","5",4,2,"0","0","0","0","0",0,1,0,"GER",2595,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73863,76,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2150,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73870,56,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2615,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73882,56,"2","1","3","2","5",4,2,"0","0","0","0","0",0,1,0,"GER",2248,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73884,43,"1","1","1","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",3266,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73904,60,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2762,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73910,39,"2","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2293,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73914,43,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3266,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73931,48,"1","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2957,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",73937,57,"2","2","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3008,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74040,76,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3124,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74090,56,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2248,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74092,55,"1","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2410,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74109,69,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2457,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74134,55,"2","2","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2526,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74148,59,"1","1","2","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",3039,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74161,45,"2","1","2","3","4",5,2,"0","0","0","0","0",0,1,0,"GER",2435,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74203,63,"2","1","3","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",2292,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74220,47,"1","1","3","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3407,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74234,69,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3168,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74246,43,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3266,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74256,77,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2492,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74260,64,"1","1","2","1","5",4,2,"0","0","0","0","0",0,1,0,"GER",3504,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74296,63,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2862,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74302,69,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2457,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74317,68,"2","1","3","1","5",4,2,"0","0","0","0","0",0,1,0,"GER",2699,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74321,57,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2925,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74418,45,"1","1","3","3","4",4,2,"0","0","0","0","0",0,1,0,"GER",2171,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74433,53,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2191,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74440,53,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3217,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74448,54,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2305,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74494,57,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2982,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74504,60,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2762,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74525,63,"1","1","3","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",3406,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74533,56,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2447,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74539,76,"1","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",3124,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74581,59,"1","1","1","3","4",4,2,"0","0","0","0","0",0,1,0,"GER",3039,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74591,46,"1","1","2","3","4",4,2,"0","0","0","0","0",0,1,0,"GER",2943,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74592,76,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",2150,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74601,43,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3266,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74605,55,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2526,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74615,60,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2762,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74617,66,"1","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3030,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74641,56,"2","1","3","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",3137,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74643,39,"2","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2293,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74684,55,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2674,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74714,75,"2","1","3","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2354,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74721,57,"1","1","3","2","5",5,1,"0","0","0","0","1",0,0,0,"GER",2982,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74743,56,"2","1","3","3","5",5,2,"0","0","0","0","0",0,1,0,"GER",3137,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74753,42,"2","1","2","2","4",4,2,"0","0","0","0","0",0,1,0,"GER",3048,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74761,61,"1","1","2","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2147,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74771,75,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2770,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74775,75,"2","1","1","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",2770,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74784,63,"1","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3413,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74803,56,"2","1","2","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2447,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74804,75,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",2770,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74815,56,"2","1","3","2","5",5,2,"0","0","0","0","0",0,1,0,"GER",3137,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74819,64,"1","2","1","1","1",5,2,"0","0","0","0","0",0,1,0,"GER",3309,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74820,69,"2","1","2","1","4",4,2,"0","0","0","0","0",0,1,0,"GER",3168,"Understood"
"ESS11inte01",11,1,"20.06.2024","AT",74830,40,"2","1","1","1","5",5,2,"0","0","0","0","0",0,1,0,"GER",3086,"Understood"
