name,essround,edition,proddate,cntry,idno,intagea,intgndr,vdcond,resclq,resrelq,resbab,resundq,preintf,prewhp,presd,preppil,preorel,prenrel,predk,prenap,prena,intlnga,intnum
ESS11inte01,11,1,20.06.2024,FI,73929,48,2,3,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2100
ESS11inte01,11,1,20.06.2024,FI,73938,54,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2750
ESS11inte01,11,1,20.06.2024,FI,73939,62,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2551
ESS11inte01,11,1,20.06.2024,FI,73959,38,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3287
ESS11inte01,11,1,20.06.2024,FI,73962,63,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3341
ESS11inte01,11,1,20.06.2024,FI,73994,58,2,1,2,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2921
ESS11inte01,11,1,20.06.2024,FI,74018,62,2,3,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3490
ESS11inte01,11,1,20.06.2024,FI,74042,61,1,1,2,5,5,5,2,0,0,0,0,0,0,1,0,FIN,2727
ESS11inte01,11,1,20.06.2024,FI,74047,63,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2228
ESS11inte01,11,1,20.06.2024,FI,74104,54,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2750
ESS11inte01,11,1,20.06.2024,FI,74113,61,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2641
ESS11inte01,11,1,20.06.2024,FI,74123,50,2,2,1,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2989
ESS11inte01,11,1,20.06.2024,FI,74130,59,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2144
ESS11inte01,11,1,20.06.2024,FI,74132,67,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2629
ESS11inte01,11,1,20.06.2024,FI,74152,60,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2583
ESS11inte01,11,1,20.06.2024,FI,74197,51,2,3,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2939
ESS11inte01,11,1,20.06.2024,FI,74216,31,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2168
ESS11inte01,11,1,20.06.2024,FI,74233,62,2,2,3,3,5,5,2,0,0,0,0,0,0,1,0,FIN,2275
ESS11inte01,11,1,20.06.2024,FI,74236,53,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2815
ESS11inte01,11,1,20.06.2024,FI,74240,63,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2228
ESS11inte01,11,1,20.06.2024,FI,74266,65,2,2,3,1,5,5,2,0,0,0,0,0,0,1,0,SWE,2330
ESS11inte01,11,1,20.06.2024,FI,74280,62,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2161
ESS11inte01,11,1,20.06.2024,FI,74294,53,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2533
ESS11inte01,11,1,20.06.2024,FI,74319,57,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2471
ESS11inte01,11,1,20.06.2024,FI,74336,62,2,3,3,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2917
ESS11inte01,11,1,20.06.2024,FI,74354,48,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2100
ESS11inte01,11,1,20.06.2024,FI,74361,62,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2431
ESS11inte01,11,1,20.06.2024,FI,74363,51,2,3,3,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2939
ESS11inte01,11,1,20.06.2024,FI,74383,58,2,3,3,3,5,5,2,0,0,0,0,0,0,1,0,FIN,2921
ESS11inte01,11,1,20.06.2024,FI,74425,62,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2156
ESS11inte01,11,1,20.06.2024,FI,74454,43,1,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2593
ESS11inte01,11,1,20.06.2024,FI,74460,43,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3429
ESS11inte01,11,1,20.06.2024,FI,74495,67,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,SWE,2123
ESS11inte01,11,1,20.06.2024,FI,74515,63,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2228
ESS11inte01,11,1,20.06.2024,FI,74531,64,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2936
ESS11inte01,11,1,20.06.2024,FI,74535,62,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2630
ESS11inte01,11,1,20.06.2024,FI,74546,60,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2793
ESS11inte01,11,1,20.06.2024,FI,74572,64,2,2,2,3,5,5,2,0,0,0,0,0,0,1,0,FIN,3296
ESS11inte01,11,1,20.06.2024,FI,74573,61,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2641
ESS11inte01,11,1,20.06.2024,FI,74578,63,2,2,1,3,5,5,2,0,0,0,0,0,0,1,0,FIN,3341
ESS11inte01,11,1,20.06.2024,FI,74583,50,2,2,1,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2989
ESS11inte01,11,1,20.06.2024,FI,74600,48,2,3,3,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2100
ESS11inte01,11,1,20.06.2024,FI,74642,56,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3308
ESS11inte01,11,1,20.06.2024,FI,74680,60,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2793
ESS11inte01,11,1,20.06.2024,FI,74739,61,1,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2727
ESS11inte01,11,1,20.06.2024,FI,74741,48,2,3,2,2,4,5,2,0,0,0,0,0,0,1,0,FIN,2100
ESS11inte01,11,1,20.06.2024,FI,74813,66,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3245
ESS11inte01,11,1,20.06.2024,FI,74817,57,2,3,2,1,5,5,2,0,0,0,0,0,0,1,0,SWE,2313
ESS11inte01,11,1,20.06.2024,FI,74823,42,1,3,3,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2243
ESS11inte01,11,1,20.06.2024,FI,74834,38,2,3,1,1,5,5,1,0,1,0,0,0,0,0,0,FIN,3287
ESS11inte01,11,1,20.06.2024,FI,74872,48,2,3,3,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2100
ESS11inte01,11,1,20.06.2024,FI,74886,66,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2121
ESS11inte01,11,1,20.06.2024,FI,74898,62,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2551
ESS11inte01,11,1,20.06.2024,FI,74950,63,2,3,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2228
ESS11inte01,11,1,20.06.2024,FI,75037,62,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3111
ESS11inte01,11,1,20.06.2024,FI,75049,59,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2907
ESS11inte01,11,1,20.06.2024,FI,75067,53,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3408
ESS11inte01,11,1,20.06.2024,FI,75074,48,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3132
ESS11inte01,11,1,20.06.2024,FI,75077,55,1,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2484
ESS11inte01,11,1,20.06.2024,FI,75168,62,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3387
ESS11inte01,11,1,20.06.2024,FI,75207,61,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3336
ESS11inte01,11,1,20.06.2024,FI,75269,49,2,2,4,5,3,3,2,0,0,0,0,0,0,1,0,FIN,2231
ESS11inte01,11,1,20.06.2024,FI,75284,61,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2284
ESS11inte01,11,1,20.06.2024,FI,75344,53,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3108
ESS11inte01,11,1,20.06.2024,FI,75368,57,2,2,2,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2264
ESS11inte01,11,1,20.06.2024,FI,75399,61,1,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3221
ESS11inte01,11,1,20.06.2024,FI,75419,51,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2939
ESS11inte01,11,1,20.06.2024,FI,75426,63,2,2,2,3,5,5,2,0,0,0,0,0,0,1,0,FIN,2740
ESS11inte01,11,1,20.06.2024,FI,75470,65,2,3,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2474
ESS11inte01,11,1,20.06.2024,FI,75478,62,2,2,2,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2156
ESS11inte01,11,1,20.06.2024,FI,75489,63,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2228
ESS11inte01,11,1,20.06.2024,FI,75504,56,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2424
ESS11inte01,11,1,20.06.2024,FI,75537,63,2,3,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2228
ESS11inte01,11,1,20.06.2024,FI,75551,61,2,1,2,2,5,4,2,0,0,0,0,0,0,1,0,FIN,2444
ESS11inte01,11,1,20.06.2024,FI,75552,66,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2676
ESS11inte01,11,1,20.06.2024,FI,75565,43,1,2,1,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2324
ESS11inte01,11,1,20.06.2024,FI,75591,56,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2895
ESS11inte01,11,1,20.06.2024,FI,75620,62,2,2,3,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3387
ESS11inte01,11,1,20.06.2024,FI,75683,59,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,SWE,2144
ESS11inte01,11,1,20.06.2024,FI,75692,60,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2583
ESS11inte01,11,1,20.06.2024,FI,75716,55,1,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2484
ESS11inte01,11,1,20.06.2024,FI,75718,54,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2750
ESS11inte01,11,1,20.06.2024,FI,75768,67,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,SWE,2123
ESS11inte01,11,1,20.06.2024,FI,75807,65,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3087
ESS11inte01,11,1,20.06.2024,FI,75808,43,2,1,5,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2960
ESS11inte01,11,1,20.06.2024,FI,75813,67,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2661
ESS11inte01,11,1,20.06.2024,FI,75858,67,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,SWE,2123
ESS11inte01,11,1,20.06.2024,FI,75860,42,1,3,3,2,5,5,2,0,0,0,0,0,0,1,0,SWE,2243
ESS11inte01,11,1,20.06.2024,FI,75885,64,2,1,2,3,5,5,2,0,0,0,0,0,0,1,0,FIN,3296
ESS11inte01,11,1,20.06.2024,FI,75909,63,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2899
ESS11inte01,11,1,20.06.2024,FI,75954,55,2,1,1,2,5,5,2,0,0,0,0,0,0,1,0,FIN,3156
ESS11inte01,11,1,20.06.2024,FI,75960,56,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,SWE,3099
ESS11inte01,11,1,20.06.2024,FI,75970,58,2,3,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2921
ESS11inte01,11,1,20.06.2024,FI,76018,63,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2228
ESS11inte01,11,1,20.06.2024,FI,76053,68,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,SWE,2379
ESS11inte01,11,1,20.06.2024,FI,76081,65,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3087
ESS11inte01,11,1,20.06.2024,FI,76090,58,2,1,2,3,5,4,2,0,0,0,0,0,0,1,0,FIN,2199
ESS11inte01,11,1,20.06.2024,FI,76093,55,1,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2484
ESS11inte01,11,1,20.06.2024,FI,76138,57,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2471
ESS11inte01,11,1,20.06.2024,FI,76145,43,1,2,2,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2593
ESS11inte01,11,1,20.06.2024,FI,76178,59,2,2,3,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2304
ESS11inte01,11,1,20.06.2024,FI,76220,48,2,1,1,1,4,4,2,0,0,0,0,0,0,1,0,FIN,3132
ESS11inte01,11,1,20.06.2024,FI,76248,43,2,2,1,2,5,5,2,0,0,0,0,0,0,1,0,FIN,3429
ESS11inte01,11,1,20.06.2024,FI,76251,49,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3386
ESS11inte01,11,1,20.06.2024,FI,76275,65,2,1,2,2,4,4,1,1,0,0,0,0,0,0,0,FIN,2977
ESS11inte01,11,1,20.06.2024,FI,76278,64,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3296
ESS11inte01,11,1,20.06.2024,FI,76284,60,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2793
ESS11inte01,11,1,20.06.2024,FI,76393,55,1,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2484
ESS11inte01,11,1,20.06.2024,FI,76405,31,2,2,2,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2168
ESS11inte01,11,1,20.06.2024,FI,76430,65,1,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2391
ESS11inte01,11,1,20.06.2024,FI,76440,64,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2871
ESS11inte01,11,1,20.06.2024,FI,76464,64,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2101
ESS11inte01,11,1,20.06.2024,FI,76473,62,2,1,5,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3038
ESS11inte01,11,1,20.06.2024,FI,76524,57,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2264
ESS11inte01,11,1,20.06.2024,FI,76538,66,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2676
ESS11inte01,11,1,20.06.2024,FI,76582,25,2,2,3,2,4,4,2,0,0,0,0,0,0,1,0,SWE,3289
ESS11inte01,11,1,20.06.2024,FI,76591,54,1,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3214
ESS11inte01,11,1,20.06.2024,FI,76600,58,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2921
ESS11inte01,11,1,20.06.2024,FI,76603,61,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2641
ESS11inte01,11,1,20.06.2024,FI,76606,61,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2603
ESS11inte01,11,1,20.06.2024,FI,76647,43,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2960
ESS11inte01,11,1,20.06.2024,FI,76649,63,2,1,2,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2740
ESS11inte01,11,1,20.06.2024,FI,76680,65,2,2,3,1,5,4,2,0,0,0,0,0,0,1,0,FIN,3087
ESS11inte01,11,1,20.06.2024,FI,76681,59,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2383
ESS11inte01,11,1,20.06.2024,FI,76696,61,1,1,3,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2727
ESS11inte01,11,1,20.06.2024,FI,76720,63,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3461
ESS11inte01,11,1,20.06.2024,FI,76746,66,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3245
ESS11inte01,11,1,20.06.2024,FI,76747,60,1,2,2,2,5,5,2,0,0,0,0,0,0,1,0,FIN,3070
ESS11inte01,11,1,20.06.2024,FI,76808,38,2,3,1,1,5,4,2,0,0,0,0,0,0,1,0,FIN,3287
ESS11inte01,11,1,20.06.2024,FI,76852,55,2,1,1,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2346
ESS11inte01,11,1,20.06.2024,FI,76913,65,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2330
ESS11inte01,11,1,20.06.2024,FI,76919,51,2,3,3,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2939
ESS11inte01,11,1,20.06.2024,FI,76946,56,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2424
ESS11inte01,11,1,20.06.2024,FI,76979,66,2,1,1,3,5,5,2,0,0,0,0,0,0,1,0,FIN,2676
ESS11inte01,11,1,20.06.2024,FI,76988,44,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2991
ESS11inte01,11,1,20.06.2024,FI,77033,42,1,3,3,1,5,5,2,0,0,0,0,0,0,1,0,SWE,2243
ESS11inte01,11,1,20.06.2024,FI,77037,61,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2444
ESS11inte01,11,1,20.06.2024,FI,77057,67,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2629
ESS11inte01,11,1,20.06.2024,FI,77103,59,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2144
ESS11inte01,11,1,20.06.2024,FI,77108,44,2,1,2,1,5,4,1,1,0,0,0,0,0,0,0,FIN,2991
ESS11inte01,11,1,20.06.2024,FI,77132,57,2,3,2,5,5,5,2,0,0,0,0,0,0,1,0,FIN,2313
ESS11inte01,11,1,20.06.2024,FI,77192,53,2,1,2,2,5,5,2,0,0,0,0,0,0,1,0,FIN,3108
ESS11inte01,11,1,20.06.2024,FI,77242,62,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2275
ESS11inte01,11,1,20.06.2024,FI,77259,63,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2740
ESS11inte01,11,1,20.06.2024,FI,77269,63,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2619
ESS11inte01,11,1,20.06.2024,FI,77273,62,2,3,3,5,5,5,2,0,0,0,0,0,0,1,0,FIN,2917
ESS11inte01,11,1,20.06.2024,FI,77279,60,1,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3070
ESS11inte01,11,1,20.06.2024,FI,77308,51,2,3,3,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2939
ESS11inte01,11,1,20.06.2024,FI,77314,55,1,3,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2484
ESS11inte01,11,1,20.06.2024,FI,77324,49,2,2,1,1,5,4,2,0,0,0,0,0,0,1,0,FIN,2231
ESS11inte01,11,1,20.06.2024,FI,77338,57,2,1,3,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2166
ESS11inte01,11,1,20.06.2024,FI,77354,64,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2936
ESS11inte01,11,1,20.06.2024,FI,77365,56,1,1,5,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2627
ESS11inte01,11,1,20.06.2024,FI,77379,61,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2641
ESS11inte01,11,1,20.06.2024,FI,77399,51,2,3,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2939
ESS11inte01,11,1,20.06.2024,FI,77416,65,2,1,3,3,4,4,2,0,0,0,0,0,0,1,0,FIN,3087
ESS11inte01,11,1,20.06.2024,FI,77442,60,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2793
ESS11inte01,11,1,20.06.2024,FI,77480,59,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2383
ESS11inte01,11,1,20.06.2024,FI,77491,64,2,1,2,2,5,5,2,0,0,0,0,0,0,1,0,FIN,3238
ESS11inte01,11,1,20.06.2024,FI,77560,63,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3133
ESS11inte01,11,1,20.06.2024,FI,77587,61,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2603
ESS11inte01,11,1,20.06.2024,FI,77626,53,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3108
ESS11inte01,11,1,20.06.2024,FI,77628,42,1,3,1,1,5,5,2,0,0,0,0,0,0,1,0,SWE,2243
ESS11inte01,11,1,20.06.2024,FI,77630,56,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2424
ESS11inte01,11,1,20.06.2024,FI,77639,36,2,2,3,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2758
ESS11inte01,11,1,20.06.2024,FI,77649,65,1,2,3,3,5,5,2,0,0,0,0,0,0,1,0,FIN,2391
ESS11inte01,11,1,20.06.2024,FI,77652,62,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2431
ESS11inte01,11,1,20.06.2024,FI,77678,67,2,1,3,2,5,5,1,1,0,0,0,0,0,0,0,FIN,2835
ESS11inte01,11,1,20.06.2024,FI,77691,54,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2863
ESS11inte01,11,1,20.06.2024,FI,77736,52,2,2,2,2,5,5,2,0,0,0,0,0,0,1,0,SWE,2659
ESS11inte01,11,1,20.06.2024,FI,77758,54,2,3,2,1,5,4,2,0,0,0,0,0,0,1,0,FIN,2863
ESS11inte01,11,1,20.06.2024,FI,77776,62,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2161
ESS11inte01,11,1,20.06.2024,FI,77779,29,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2179
ESS11inte01,11,1,20.06.2024,FI,77790,62,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2275
ESS11inte01,11,1,20.06.2024,FI,77826,64,2,1,2,5,5,4,2,0,0,0,0,0,0,1,0,FIN,3296
ESS11inte01,11,1,20.06.2024,FI,77862,56,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2424
ESS11inte01,11,1,20.06.2024,FI,77883,67,2,2,4,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2661
ESS11inte01,11,1,20.06.2024,FI,77948,59,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3495
ESS11inte01,11,1,20.06.2024,FI,77953,38,2,3,4,1,5,3,2,0,0,0,0,0,0,1,0,FIN,3287
ESS11inte01,11,1,20.06.2024,FI,77966,54,2,2,2,1,5,5,1,0,0,1,0,0,0,0,0,FIN,3285
ESS11inte01,11,1,20.06.2024,FI,77980,33,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3383
ESS11inte01,11,1,20.06.2024,FI,78025,64,2,3,2,2,5,5,2,0,0,0,0,0,0,1,0,FIN,2694
ESS11inte01,11,1,20.06.2024,FI,78061,67,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2629
ESS11inte01,11,1,20.06.2024,FI,78080,48,2,3,3,1,5,4,2,0,0,0,0,0,0,1,0,FIN,2100
ESS11inte01,11,1,20.06.2024,FI,78084,62,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2431
ESS11inte01,11,1,20.06.2024,FI,78150,62,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3387
ESS11inte01,11,1,20.06.2024,FI,78157,42,2,1,2,3,5,5,2,0,0,0,0,0,0,1,0,FIN,2966
ESS11inte01,11,1,20.06.2024,FI,78175,65,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3087
ESS11inte01,11,1,20.06.2024,FI,78179,64,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2694
ESS11inte01,11,1,20.06.2024,FI,78188,57,2,3,3,3,5,5,2,0,0,0,0,0,0,1,0,FIN,2313
ESS11inte01,11,1,20.06.2024,FI,78217,68,2,2,5,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2379
ESS11inte01,11,1,20.06.2024,FI,78228,66,2,1,2,1,5,4,2,0,0,0,0,0,0,1,0,FIN,2676
ESS11inte01,11,1,20.06.2024,FI,78246,63,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2228
ESS11inte01,11,1,20.06.2024,FI,78248,53,2,1,2,3,5,5,2,0,0,0,0,0,0,1,0,FIN,3408
ESS11inte01,11,1,20.06.2024,FI,78268,66,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3245
ESS11inte01,11,1,20.06.2024,FI,78297,49,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3386
ESS11inte01,11,1,20.06.2024,FI,78303,44,2,1,1,2,4,5,2,0,0,0,0,0,0,1,0,FIN,2534
ESS11inte01,11,1,20.06.2024,FI,78312,63,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3341
ESS11inte01,11,1,20.06.2024,FI,78324,65,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2381
ESS11inte01,11,1,20.06.2024,FI,78385,56,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2424
ESS11inte01,11,1,20.06.2024,FI,78412,63,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2228
ESS11inte01,11,1,20.06.2024,FI,78439,62,2,3,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2917
ESS11inte01,11,1,20.06.2024,FI,78440,56,1,1,5,5,5,5,2,0,0,0,0,0,0,1,0,FIN,2627
ESS11inte01,11,1,20.06.2024,FI,78448,65,2,1,3,1,5,4,2,0,0,0,0,0,0,1,0,FIN,3087
ESS11inte01,11,1,20.06.2024,FI,78450,62,2,2,1,1,1,5,2,0,0,0,0,0,0,1,0,FIN,3173
ESS11inte01,11,1,20.06.2024,FI,78454,47,2,2,2,2,4,4,2,0,0,0,0,0,0,1,0,FIN,2599
ESS11inte01,11,1,20.06.2024,FI,78457,62,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2630
ESS11inte01,11,1,20.06.2024,FI,78474,62,2,2,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2161
ESS11inte01,11,1,20.06.2024,FI,78488,62,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2275
ESS11inte01,11,1,20.06.2024,FI,78491,62,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2156
ESS11inte01,11,1,20.06.2024,FI,78529,53,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,3408
ESS11inte01,11,1,20.06.2024,FI,78548,53,2,2,5,1,5,4,2,0,0,0,0,0,0,1,0,FIN,2815
ESS11inte01,11,1,20.06.2024,FI,78584,64,2,2,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2621
ESS11inte01,11,1,20.06.2024,FI,78601,62,2,1,1,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2161
ESS11inte01,11,1,20.06.2024,FI,78610,42,1,2,2,3,5,5,2,0,0,0,0,0,0,1,0,SWE,2243
ESS11inte01,11,1,20.06.2024,FI,78677,51,2,3,2,1,5,5,2,0,0,0,0,0,0,1,0,FIN,2939
ESS11inte01,11,1,20.06.2024,FI,78717,63,2,1,2,1,5,5,2,0,0,0,0,0,0,1,0,SWE,2899
